timestamp,CMSA-GAKH-01_0,CMSA-GAKH-01_180,CMSA-GAWW-11_120,CMSA-GAWW-11_300,CMSA-GAWW-12_115,CMSA-GAWW-12_295,CMSA-GAWW-13_120,CMSA-GAWW-13_300,CMSA-GAWW-14_40,CMSA-GAWW-14_220,CMSA-GAWW-15_30,CMSA-GAWW-15_210,CMSA-GAWW-16_30,CMSA-GAWW-16_210,CMSA-GAWW-17_40,CMSA-GAWW-17_220,CMSA-GAWW-19_115,CMSA-GAWW-19_295,CMSA-GAWW-20_120,CMSA-GAWW-20_300,CMSA-GAWW-21_120,CMSA-GAWW-21_300,CMSA-GAWW-23_109,CMSA-GAWW-23_289,GACM-04_50,GACM-04_230,GASA-01-A1_135,GASA-01-A1_315,GASA-01-A2_135,GASA-01-A2_315,GASA-01-B_135,GASA-01-B_315,GASA-01-C_135,GASA-01-C_315,GASA-02-01_135,GASA-02-01_315,GASA-02-02_135,GASA-02-02_315,GASA-03_105,GASA-03_285,GASA-04_135,GASA-04_315,GASA-05-O_135,GASA-05-O_315,GASA-05-W_135,GASA-05-W_315,GASA-06_95,GASA-06_275,GASA-06-B_95,GASA-06-B_275,GVCV-01_40,GVCV-01_220,GVCV-03_42,GVCV-03_222,GVCV-04_45,GVCV-04_225,GVCV-05-A_155,GVCV-05-A_335,GVCV-05-B_30,GVCV-05-B_210,GVCV-06_95,GVCV-06_275,GVCV-07_50,GVCV-07_230,GVCV-08_45,GVCV-08_225,GVCV-09_80,GVCV-09_260,GVCV-11_50,GVCV-11_230,GVCV-13_10,GVCV-13_190,GVCV-14_90,GVCV-14_270
2025-08-23 22:00:00+00:00,0.8312144,0.76123285,8.371268,11.886982,12.362379,41.0836,8.046896,16.140768,2.5787678,9.64744,9.400787,13.353908,13.814116,8.934228,2.9883893,3.3203626,12.4629345,6.271892,0.26403198,0.2965303,3.198124,4.088033,1.4877808,2.4431305,3.7087445,2.6004443,0.39060086,0.64043784,0.8032584,0.64033115,0.27327245,1.3877587,0.85364115,1.2451398,0.5304986,2.4680452,0.89067745,1.7633905,1.6440272,1.993629,0.9517144,0.86831903,2.1031535,1.8858385,0.53779614,1.599942,0.0,0.0,0.12573187,0.8420385,1.777106,0.8329339,1.7062366,1.4582231,1.4992409,0.8227805,0.28522888,0.21492425,0.23798618,0.37026995,0.097472906,0.081485696,0.3074158,0.26307702,0.1994048,0.15005492,0.0063712876,0.0057646674,0.9463824,0.71730506,2.4163055,3.9885774,3.22442,2.1435957
2025-08-23 22:03:00+00:00,0.7995291,0.77799726,8.37197,12.733976,9.5333185,40.300133,8.228057,12.641284,4.098657,10.172914,9.213525,9.069741,11.853673,8.561406,3.2389503,2.9838574,14.053174,7.4677153,0.16047503,0.22250234,3.6135855,4.345721,1.7134199,2.7195659,3.312302,1.4433455,0.36186886,0.65645087,0.5508318,0.60412323,0.25905883,1.5283544,0.94527864,1.1759255,0.37592623,2.1294432,0.595245,1.6254506,1.8118699,1.3371134,0.91820264,0.8384769,1.1065748,1.6200967,0.41109943,1.2012961,0.0,0.0,0.11464487,0.15089476,1.2083132,0.62123764,1.2872117,1.2174222,1.1056161,0.7732203,0.28522888,0.21254309,0.2544652,0.37026995,0.07773157,0.07693784,0.29627207,0.2572085,0.1994048,0.15005492,0.0063712876,0.0057646674,0.9673691,0.72364914,2.4014082,3.3061075,1.76438,2.3574955
2025-08-23 22:06:00+00:00,0.94871736,0.8467945,8.659264,13.624961,10.778734,48.124104,8.185778,14.561288,2.8905718,10.739559,10.002797,8.858353,12.3678,9.525795,3.1111732,3.8138356,16.350115,7.4408665,0.1670047,0.28360674,3.1769905,5.259617,1.919461,4.070031,3.2181058,1.3934386,0.351215,0.6934962,0.96277285,0.61519337,0.37037432,2.0579278,1.0740142,1.1946204,0.8435112,2.5894208,1.5474162,3.0482354,1.7169287,1.821621,1.095768,0.7978337,2.0623128,1.764158,0.64512384,1.6168909,0.0,0.0,0.0676857,0.17739485,1.7270885,0.93776834,1.3268325,1.2991669,1.2556403,0.775478,0.41211656,0.27718422,0.3375075,0.37026995,0.07214876,0.070631705,0.31066367,0.26307702,0.20301077,0.1510832,0.0063712876,0.0057646674,1.1012535,0.9669049,2.4829836,3.2031646,3.303743,2.462806
2025-08-23 22:09:00+00:00,1.0538406,0.88834906,9.038301,13.569614,14.085236,47.530518,8.327588,17.98169,4.0527983,10.746133,10.398469,12.158948,14.381486,9.62252,3.2292256,3.5156288,16.751133,6.3527927,0.2475075,0.33037946,3.3002687,5.306227,1.623261,3.2850432,4.08449,1.7700117,0.35571796,0.63419914,0.9573207,0.66198206,0.33615232,1.6218321,0.90962267,1.2225518,0.68475866,2.35682,1.5098944,2.9272637,1.7590258,2.4512722,1.016062,1.0259786,2.1210017,1.8473914,0.5531244,1.6444678,0.0,0.0,0.10184855,0.21432498,2.4735193,1.3496959,1.475307,1.3738747,1.8024178,0.859174,0.41211656,0.25790408,0.31993756,0.37026995,0.06778991,0.07974474,0.3074158,0.26307702,0.20301077,0.1510832,0.0063712876,0.0057646674,0.98851895,0.92594695,2.5283005,3.5636506,2.1151586,0.93103004
2025-08-23 22:12:00+00:00,0.73764837,0.81944764,8.641855,14.171715,11.994173,46.24282,8.92178,15.371988,2.9483624,10.739559,10.581633,8.848961,12.982561,9.569554,3.1568666,3.7132397,16.046663,7.4408665,0.16372919,0.27811062,3.7309165,5.190895,1.821657,4.053039,3.245287,1.6340635,0.3306291,0.72875154,0.9314083,0.60631263,0.36067665,1.9732885,1.050817,1.1842599,0.5303979,2.5894208,1.040807,3.2345715,1.5341606,2.5059683,1.1005094,0.7986649,1.0122595,1.6764796,0.539497,1.1957519,0.0,0.0,0.14483614,0.14564015,1.9191589,0.8855636,1.3418362,1.1752574,1.1922953,0.77789545,0.34881437,0.2609914,0.3375075,0.37026995,0.07214876,0.068879366,0.31066367,0.26307702,0.20301077,0.1510832,0.0063712876,0.0057646674,1.0960293,0.72614324,1.9796801,3.013823,2.6842234,2.4170134
2025-08-23 22:15:00+00:00,0.76466227,0.9060718,9.25548,14.487088,12.450736,42.39352,9.0747175,14.988487,2.8615267,11.054719,11.084217,9.551748,12.532862,8.994022,3.5695672,3.464717,16.16756,7.9851637,0.13640359,0.25560164,3.8693867,4.5528975,1.8407514,3.9333339,3.2484884,1.7647436,2.0950823,1.4487729,0.9725311,0.75450504,0.5421653,1.7746222,1.2148495,1.2027638,0.6560693,2.7808309,1.376334,4.153432,2.0722635,1.5653749,1.1393051,0.8280535,0.9804807,1.9069266,0.5962777,1.5547433,0.0,0.0,0.14599057,0.56194043,2.0321965,0.83043253,1.3851233,1.1501272,1.23772,0.7531022,0.44717818,0.36221927,0.23438017,0.37026995,0.09530213,0.066471495,0.2886083,0.22121178,0.20213705,0.1510832,0.0063712876,0.0057646674,1.343781,0.92318165,1.9731615,1.3818526,4.415056,2.6855636
2025-08-23 22:18:00+00:00,1.1460569,0.8977622,9.522077,12.727688,13.508391,42.011314,8.238047,14.283834,3.1924438,10.927794,10.02496,8.554312,12.219836,8.935085,3.549889,3.4655356,15.680887,7.407775,0.108808935,0.1448602,3.0944815,4.868587,1.7763457,3.8594198,3.1384978,1.4784975,0.3219991,0.44152308,0.87494135,0.61002576,0.54348683,1.8613994,1.0994518,1.200083,0.9948672,4.1663103,1.7752848,2.2019575,1.945751,2.1723647,0.726712,0.85034454,1.6201265,1.9620845,0.9057554,2.1569312,0.0,0.0,0.2957653,0.2624751,1.5368166,1.0097411,1.0698638,1.2726052,1.0736148,1.1729527,0.33501437,0.23137237,0.26105952,0.37026995,0.13371162,0.26117083,0.2886083,0.2139127,0.20213705,0.1510832,0.0063712876,0.0057646674,1.3334713,1.1144228,3.9679832,1.6971085,3.3635402,2.7366884
2025-08-23 22:21:00+00:00,1.0820048,0.81154406,8.105653,14.126033,12.809894,41.23692,9.110045,13.966361,4.024837,10.592996,10.391968,9.025389,11.9217825,8.922388,3.5612745,3.1409678,16.065294,10.456816,0.14009106,0.21657832,2.8592365,4.165788,1.7945256,3.48311,3.1817656,1.7732208,0.38474748,0.6748848,0.56109095,0.5988194,0.2077078,1.231313,1.1642547,0.9085103,0.3755064,1.7090709,0.36275202,1.5399189,1.9317348,1.1284018,0.8802811,0.7152021,0.81476295,1.1308236,0.45526132,1.3288736,0.0,0.0,0.18525304,0.084214345,1.4635077,0.66944754,1.261889,1.0910687,1.2641714,0.84066224,0.42312813,0.2529903,0.28356987,0.37026995,0.081676915,0.09770209,0.27699885,0.21397449,0.20213705,0.1510832,0.0063712876,0.0057646674,1.4122512,1.0263577,2.0379844,1.3716464,1.7974617,2.5084114
2025-08-23 22:24:00+00:00,0.9531455,0.83226645,8.3756,13.481809,11.844936,41.655457,8.675029,12.777586,4.043118,10.014862,9.546642,8.683059,11.484129,8.683354,3.4162107,2.9413936,15.121698,9.507767,0.14499444,0.24020006,2.982971,3.9704685,1.7081797,3.5783162,3.0050297,1.6772156,0.36667186,0.6270273,0.5943812,0.6939194,0.18052082,1.2711253,1.0228062,0.86896324,0.30786833,1.56112,0.5265008,1.3611486,1.6261616,1.086833,0.9638308,0.7449633,0.7993442,1.0426779,0.48329505,1.267524,0.0,0.0,0.16910262,0.06977007,1.6035562,0.5971042,1.3748527,1.1864643,1.275876,0.77340937,0.3535192,0.2529903,0.26628044,0.37026995,0.076706775,0.08110938,0.27699885,0.21635295,0.20213705,0.1510832,0.0063712876,0.0057646674,0.9940349,0.69952726,2.3475168,2.5097084,1.7988622,2.5084114
2025-08-23 22:27:00+00:00,0.7891197,0.79800344,7.905362,12.876385,9.375267,39.50848,8.471188,13.546255,3.8378096,9.5533905,9.177498,8.188978,11.458891,8.579189,3.1305017,3.2656631,14.633274,7.6470804,0.1579358,0.24412796,2.585663,4.0738516,1.6628516,2.6282604,3.114625,1.500418,0.40509734,0.66133046,0.5415666,0.66114295,0.21633933,1.4543581,0.9246317,1.1222095,0.7938367,2.6994336,0.51551425,1.4034753,1.6050148,1.1833892,0.8575306,0.65829635,0.92599595,1.0681975,0.4150253,1.1068275,0.0,0.0,0.12539354,0.11901221,1.2083132,0.5976994,1.3859267,1.1817164,1.1549504,0.78982663,0.26488233,0.21254309,0.27685785,0.37026995,0.08138203,0.070771605,0.29627207,0.26307702,0.1994048,0.15005492,0.0063712876,0.0057646674,0.9673691,0.69952726,2.545182,3.2423687,1.7178016,2.3574955
